,Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
8,2022-06,View Ridge,3,54.0,3.0,9.0,32.0,32.0,1.0,65.0,65.0,65.0
9,2022-06,View Ridge,4,52.0,6.0,11.0,40.0,26.0,0.0,66.0,66.0,65.01
10,2022-06,View Ridge,5,54.0,0.0,8.0,34.0,28.0,0.0,62.0,62.0,62.0
5,2022-06,Viewlands,K,35.0,11.0,7.0,24.0,27.0,0.0,51.0,51.0,51.0
6,2022-06,Viewlands,1,36.0,14.0,8.0,23.0,34.0,0.0,57.0,57.0,57.0
7,2022-06,Viewlands,2,26.0,11.0,7.0,21.0,21.0,0.0,42.0,42.0,42.0
8,2022-06,Viewlands,3,31.0,7.0,11.0,22.0,26.0,0.0,48.0,48.0,48.0
9,2022-06,Viewlands,4,35.0,15.0,11.0,29.0,25.0,0.0,54.0,54.0,54.0
10,2022-06,Viewlands,5,25.0,8.0,6.0,20.0,18.0,0.0,38.0,38.0,38.0
4,2022-06,W. Seattle Elem,Preschool,26.0,0.0,4.0,19.0,11.0,0.0,30.0,0.0,0.0
5,2022-06,W. Seattle Elem,K,32.0,26.0,6.0,23.0,39.0,0.0,62.0,62.0,62.0
6,2022-06,W. Seattle Elem,1,25.0,17.0,10.0,25.0,27.0,0.0,52.0,52.0,52.0
7,2022-06,W. Seattle Elem,2,21.0,23.0,11.0,31.0,22.0,0.0,53.0,53.0,52.01
8,2022-06,W. Seattle Elem,3,31.0,15.0,7.0,32.0,21.0,0.0,53.0,53.0,53.0
9,2022-06,W. Seattle Elem,4,23.0,21.0,10.0,25.0,27.0,0.0,52.0,52.0,52.0
10,2022-06,W. Seattle Elem,5,32.0,11.0,8.0,26.0,23.0,0.0,49.0,49.0,49.0
5,2022-06,Washington,6,127.0,37.0,25.0,98.0,79.0,2.0,179.0,179.0,179.0
6,2022-06,Washington,7,141.0,31.0,24.0,101.0,85.0,0.0,186.0,186.0,185.68
7,2022-06,Washington,8,123.0,35.0,24.0,97.0,73.0,1.0,171.0,171.0,170.03
5,2022-06,Wedgwood,K,57.0,4.0,4.0,38.0,27.0,0.0,65.0,65.0,65.0
6,2022-06,Wedgwood,1,53.0,4.0,4.0,29.0,32.0,0.0,61.0,61.0,61.0
7,2022-06,Wedgwood,2,54.0,6.0,5.0,31.0,33.0,0.0,64.0,64.0,64.0
8,2022-06,Wedgwood,3,55.0,0.0,6.0,32.0,29.0,0.0,61.0,61.0,61.0
9,2022-06,Wedgwood,4,60.0,2.0,13.0,39.0,35.0,0.0,74.0,74.0,74.0
10,2022-06,Wedgwood,5,50.0,4.0,9.0,27.0,33.0,2.0,62.0,62.0,62.0
5,2022-06,West Seattle,9,307.0,12.0,45.0,197.0,162.0,4.0,363.0,363.0,361.93
6,2022-06,West Seattle,10,248.0,12.0,28.0,157.0,125.0,4.0,286.0,286.0,284.02
7,2022-06,West Seattle,11,257.0,10.0,28.0,159.0,126.0,5.0,290.0,275.0,253.5
8,2022-06,West Seattle,12,210.0,14.0,36.0,127.0,125.0,0.0,252.0,229.0,191.16
5,2022-06,West Woodland,K,58.0,4.0,11.0,41.0,32.0,0.0,73.0,73.0,73.0
6,2022-06,West Woodland,1,56.0,1.0,6.0,31.0,32.0,0.0,63.0,63.0,63.0
7,2022-06,West Woodland,2,56.0,2.0,10.0,38.0,29.0,0.0,67.0,67.0,67.0
8,2022-06,West Woodland,3,52.0,0.0,20.0,36.0,36.0,0.0,72.0,72.0,72.0
9,2022-06,West Woodland,4,57.0,1.0,14.0,30.0,42.0,0.0,72.0,72.0,72.0
10,2022-06,West Woodland,5,51.0,1.0,19.0,36.0,35.0,0.0,71.0,71.0,71.0
5,2022-06,Whitman,6,193.0,8.0,33.0,117.0,112.0,2.0,231.0,231.0,230.17
6,2022-06,Whitman,7,191.0,10.0,40.0,138.0,94.0,4.0,236.0,236.0,235.45
7,2022-06,Whitman,8,159.0,6.0,37.0,99.0,96.0,4.0,199.0,199.0,198.4
5,2022-06,Whittier,K,59.0,3.0,12.0,44.0,30.0,0.0,74.0,74.0,74.0
6,2022-06,Whittier,1,57.0,0.0,7.0,36.0,28.0,0.0,64.0,64.0,64.0
7,2022-06,Whittier,2,50.0,2.0,9.0,31.0,30.0,0.0,61.0,61.0,61.0
8,2022-06,Whittier,3,37.0,1.0,14.0,26.0,26.0,0.0,52.0,52.0,52.0
9,2022-06,Whittier,4,59.0,2.0,7.0,31.0,37.0,0.0,68.0,68.0,68.0
10,2022-06,Whittier,5,61.0,3.0,16.0,39.0,39.0,1.0,79.0,79.0,79.0
4,2022-06,Wing Luke,Preschool,18.0,0.0,17.0,20.0,15.0,0.0,35.0,0.0,0.0
5,2022-06,Wing Luke,K,18.0,24.0,9.0,20.0,25.0,0.0,45.0,45.0,45.0
6,2022-06,Wing Luke,1,20.0,19.0,6.0,22.0,22.0,0.0,44.0,44.0,44.0
7,2022-06,Wing Luke,2,8.0,16.0,7.0,13.0,15.0,0.0,28.0,28.0,28.0
8,2022-06,Wing Luke,3,39.0,19.0,6.0,31.0,28.0,0.0,59.0,59.0,59.0
9,2022-06,Wing Luke,4,27.0,20.0,6.0,28.0,22.0,0.0,50.0,50.0,50.0
10,2022-06,Wing Luke,5,28.0,14.0,6.0,26.0,19.0,1.0,46.0,46.0,46.0
5,2022-09,Adams,K,41.0,0.0,0.0,22.0,19.0,0.0,41.0,41.0,41.0
6,2022-09,Adams,1,46.0,4.0,4.0,27.0,27.0,0.0,54.0,54.0,54.0
7,2022-09,Adams,2,38.0,2.0,4.0,19.0,25.0,0.0,44.0,44.0,44.0
8,2022-09,Adams,3,40.0,2.0,10.0,31.0,20.0,1.0,52.0,52.0,52.0
9,2022-09,Adams,4,48.0,3.0,9.0,33.0,25.0,0.0,58.0,58.0,58.0
10,2022-09,Adams,5,51.0,3.0,11.0,36.0,28.0,1.0,65.0,65.0,65.0
5,2022-09,Aki Kurose,6,208.0,89.0,61.0,181.0,147.0,2.0,330.0,330.0,330.0
6,2022-09,Aki Kurose,7,195.0,72.0,46.0,165.0,134.0,2.0,301.0,301.0,300.66
7,2022-09,Aki Kurose,8,134.0,61.0,38.0,118.0,97.0,1.0,216.0,216.0,216.0
5,2022-09,Alan T. Sugiyama,9,4.0,0.0,1.0,1.0,4.0,0.0,5.0,5.0,5.0
6,2022-09,Alan T. Sugiyama,10,0.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0
7,2022-09,Alan T. Sugiyama,11,3.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0
8,2022-09,Alan T. Sugiyama,12,13.0,4.0,2.0,10.0,8.0,0.0,18.0,17.0,15.95
5,2022-09,Alki,K,44.0,0.0,1.0,22.0,23.0,0.0,45.0,45.0,45.0
6,2022-09,Alki,1,42.0,3.0,3.0,22.0,26.0,0.0,48.0,48.0,48.0
7,2022-09,Alki,2,45.0,1.0,3.0,24.0,25.0,0.0,49.0,49.0,49.0
8,2022-09,Alki,3,41.0,2.0,4.0,19.0,28.0,0.0,47.0,47.0,47.0
9,2022-09,Alki,4,39.0,3.0,11.0,32.0,21.0,0.0,53.0,53.0,53.0
10,2022-09,Alki,5,49.0,0.0,7.0,30.0,25.0,1.0,56.0,56.0,56.0
4,2022-09,Arbor Heights,Preschool,26.0,0.0,2.0,12.0,15.0,1.0,28.0,0.0,0.0
5,2022-09,Arbor Heights,K,80.0,0.0,10.0,44.0,46.0,0.0,90.0,90.0,90.0
6,2022-09,Arbor Heights,1,70.0,4.0,11.0,43.0,41.0,0.0,84.0,84.0,84.0
7,2022-09,Arbor Heights,2,60.0,2.0,10.0,40.0,31.0,0.0,71.0,71.0,71.0
8,2022-09,Arbor Heights,3,72.0,6.0,13.0,50.0,39.0,0.0,89.0,89.0,89.0
9,2022-09,Arbor Heights,4,65.0,7.0,16.0,36.0,50.0,0.0,86.0,86.0,86.0
10,2022-09,Arbor Heights,5,56.0,5.0,18.0,38.0,39.0,0.0,77.0,77.0,77.0
4,2022-09,B.F. Day,Preschool,26.0,0.0,9.0,18.0,17.0,0.0,35.0,0.0,0.0
5,2022-09,B.F. Day,K,53.0,0.0,2.0,31.0,24.0,0.0,55.0,55.0,55.0
6,2022-09,B.F. Day,1,52.0,4.0,6.0,25.0,36.0,0.0,61.0,61.0,61.0
7,2022-09,B.F. Day,2,50.0,7.0,8.0,35.0,28.0,0.0,63.0,63.0,63.0
8,2022-09,B.F. Day,3,67.0,9.0,11.0,43.0,41.0,1.0,85.0,85.0,85.0
9,2022-09,B.F. Day,4,39.0,2.0,6.0,21.0,25.0,1.0,47.0,47.0,47.0
10,2022-09,B.F. Day,5,29.0,3.0,8.0,23.0,16.0,0.0,39.0,39.0,39.0
5,2022-09,Ballard,9,312.0,6.0,51.0,202.0,154.0,9.0,365.0,365.0,365.0
6,2022-09,Ballard,10,364.0,12.0,58.0,222.0,202.0,7.0,431.0,431.0,430.34
7,2022-09,Ballard,11,352.0,11.0,40.0,199.0,197.0,4.0,400.0,390.0,376.09
8,2022-09,Ballard,12,343.0,6.0,50.0,220.0,172.0,6.0,398.0,381.0,354.2
5,2022-09,Beacon Hill International,K,52.0,0.0,5.0,28.0,27.0,2.0,57.0,57.0,57.0
6,2022-09,Beacon Hill International,1,25.0,22.0,6.0,23.0,26.0,1.0,50.0,50.0,50.0
7,2022-09,Beacon Hill International,2,27.0,29.0,6.0,27.0,31.0,0.0,58.0,58.0,58.0
8,2022-09,Beacon Hill International,3,27.0,25.0,10.0,35.0,24.0,0.0,59.0,59.0,59.0
9,2022-09,Beacon Hill International,4,29.0,33.0,6.0,32.0,31.0,0.0,63.0,63.0,63.0
10,2022-09,Beacon Hill International,5,30.0,22.0,2.0,29.0,25.0,0.0,54.0,54.0,54.0
7,2022-09,Bridges Transition,12,0.0,29.0,131.0,91.0,40.0,0.0,131.0,131.0,127.0
4,2022-09,Broadview-Thomson K-8,Preschool,38.0,0.0,7.0,16.0,29.0,0.0,45.0,0.0,0.0
5,2022-09,Broadview-Thomson K-8,K,56.0,4.0,7.0,29.0,37.0,0.0,66.0,66.0,66.0
6,2022-09,Broadview-Thomson K-8,1,51.0,18.0,6.0,34.0,38.0,1.0,73.0,73.0,73.0
7,2022-09,Broadview-Thomson K-8,2,34.0,22.0,14.0,34.0,33.0,0.0,67.0,67.0,67.0
8,2022-09,Broadview-Thomson K-8,3,43.0,20.0,12.0,38.0,35.0,0.0,73.0,73.0,73.0
9,2022-09,Broadview-Thomson K-8,4,38.0,20.0,9.0,26.0,36.0,2.0,64.0,64.0,64.0
10,2022-09,Broadview-Thomson K-8,5,29.0,12.0,11.0,27.0,21.0,1.0,49.0,49.0,49.0
11,2022-09,Broadview-Thomson K-8,6,34.0,6.0,9.0,20.0,28.0,0.0,48.0,48.0,48.0
12,2022-09,Broadview-Thomson K-8,7,25.0,6.0,6.0,16.0,19.0,0.0,35.0,35.0,35.0
13,2022-09,Broadview-Thomson K-8,8,20.0,5.0,12.0,23.0,13.0,0.0,36.0,36.0,35.88
5,2022-09,Bryant,K,87.0,1.0,2.0,45.0,44.0,1.0,90.0,90.0,90.0
6,2022-09,Bryant,1,81.0,6.0,3.0,44.0,44.0,1.0,89.0,89.0,89.0
7,2022-09,Bryant,2,61.0,2.0,6.0,33.0,36.0,0.0,69.0,69.0,69.0
8,2022-09,Bryant,3,73.0,2.0,4.0,41.0,38.0,0.0,79.0,79.0,79.0
9,2022-09,Bryant,4,63.0,5.0,5.0,46.0,26.0,1.0,73.0,73.0,73.0
10,2022-09,Bryant,5,72.0,0.0,5.0,37.0,40.0,0.0,77.0,77.0,77.0
5,2022-09,Cascade Parent Ptr Prg,K,8.0,0.0,1.0,6.0,3.0,0.0,9.0,9.0,9.0
6,2022-09,Cascade Parent Ptr Prg,1,22.0,4.0,3.0,12.0,16.0,0.0,28.0,28.0,27.8
7,2022-09,Cascade Parent Ptr Prg,2,19.0,5.0,3.0,13.0,12.0,0.0,25.0,25.0,25.0
8,2022-09,Cascade Parent Ptr Prg,3,23.0,1.0,3.0,12.0,14.0,1.0,27.0,27.0,27.0
9,2022-09,Cascade Parent Ptr Prg,4,21.0,3.0,4.0,13.0,14.0,1.0,28.0,28.0,28.0
10,2022-09,Cascade Parent Ptr Prg,5,28.0,4.0,7.0,25.0,14.0,0.0,39.0,39.0,38.67
11,2022-09,Cascade Parent Ptr Prg,6,18.0,1.0,12.0,19.0,12.0,0.0,31.0,31.0,30.29
12,2022-09,Cascade Parent Ptr Prg,7,21.0,3.0,7.0,15.0,14.0,1.0,30.0,30.0,28.62
13,2022-09,Cascade Parent Ptr Prg,8,29.0,4.0,8.0,19.0,17.0,2.0,38.0,38.0,37.8
14,2022-09,Cascade Parent Ptr Prg,9,13.0,4.0,9.0,13.0,12.0,0.0,25.0,25.0,25.0
15,2022-09,Cascade Parent Ptr Prg,10,15.0,3.0,8.0,13.0,12.0,0.0,25.0,25.0,25.0
16,2022-09,Cascade Parent Ptr Prg,11,12.0,5.0,3.0,10.0,8.0,0.0,18.0,18.0,18.0
17,2022-09,Cascade Parent Ptr Prg,12,27.0,1.0,9.0,17.0,20.0,0.0,37.0,37.0,36.8
4,2022-09,Cascadia,"K          
Preschool",28.0,0.0,0.0,15.0,13.0,0.0,28.0,0.0,0.0
5,2022-09,Cascadia,1,44.0,2.0,4.0,27.0,23.0,0.0,50.0,50.0,50.0
6,2022-09,Cascadia,2,79.0,1.0,4.0,42.0,42.0,0.0,84.0,84.0,84.0
7,2022-09,Cascadia,3,91.0,2.0,11.0,65.0,39.0,0.0,104.0,104.0,104.0
8,2022-09,Cascadia,4,102.0,1.0,13.0,67.0,49.0,0.0,116.0,116.0,116.0
9,2022-09,Cascadia,5,119.0,0.0,12.0,68.0,63.0,0.0,131.0,131.0,131.0
5,2022-09,Catharine Blaine K-8,K,47.0,0.0,1.0,22.0,25.0,1.0,48.0,48.0,48.0
6,2022-09,Catharine Blaine K-8,1,42.0,1.0,4.0,21.0,26.0,0.0,47.0,47.0,47.0
7,2022-09,Catharine Blaine K-8,2,42.0,1.0,5.0,26.0,22.0,0.0,48.0,48.0,48.0
8,2022-09,Catharine Blaine K-8,3,38.0,2.0,5.0,22.0,23.0,0.0,45.0,45.0,45.0
9,2022-09,Catharine Blaine K-8,4,34.0,2.0,9.0,18.0,27.0,0.0,45.0,45.0,44.02
10,2022-09,Catharine Blaine K-8,5,35.0,1.0,6.0,24.0,18.0,0.0,42.0,42.0,42.0
11,2022-09,Catharine Blaine K-8,6,32.0,4.0,17.0,29.0,23.0,0.0,52.0,52.0,51.01
12,2022-09,Catharine Blaine K-8,7,46.0,4.0,6.0,28.0,27.0,0.0,55.0,55.0,55.0
13,2022-09,Catharine Blaine K-8,8,54.0,4.0,9.0,37.0,28.0,0.0,65.0,65.0,65.0
4,2022-09,Cedar Park,Preschool,39.0,0.0,1.0,17.0,23.0,0.0,40.0,0.0,0.0
5,2022-09,Cedar Park,K,34.0,0.0,2.0,17.0,18.0,1.0,36.0,36.0,36.0
6,2022-09,Cedar Park,1,30.0,7.0,0.0,23.0,14.0,0.0,37.0,37.0,37.0
7,2022-09,Cedar Park,2,27.0,4.0,2.0,11.0,22.0,0.0,33.0,33.0,33.0
8,2022-09,Cedar Park,3,32.0,4.0,3.0,20.0,19.0,0.0,39.0,39.0,39.0
9,2022-09,Cedar Park,4,32.0,4.0,1.0,18.0,19.0,0.0,37.0,37.0,37.0
10,2022-09,Cedar Park,5,16.0,0.0,4.0,7.0,11.0,2.0,20.0,20.0,20.0
5,2022-09,Center School,9,58.0,0.0,7.0,19.0,35.0,11.0,65.0,65.0,65.0
6,2022-09,Center School,10,32.0,1.0,14.0,16.0,27.0,4.0,47.0,47.0,46.53
7,2022-09,Center School,11,47.0,2.0,11.0,25.0,32.0,3.0,60.0,58.0,53.71
8,2022-09,Center School,12,56.0,1.0,15.0,33.0,35.0,4.0,72.0,62.0,44.92
5,2022-09,Chief Sealth International,9,226.0,57.0,51.0,156.0,162.0,3.0,321.0,321.0,320.93
6,2022-09,Chief Sealth International,10,215.0,51.0,60.0,173.0,132.0,3.0,308.0,308.0,307.28
7,2022-09,Chief Sealth International,11,214.0,58.0,61.0,162.0,143.0,3.0,308.0,282.0,246.13
8,2022-09,Chief Sealth International,12,232.0,64.0,48.0,169.0,162.0,3.0,334.0,275.0,238.56
5,2022-09,Cleveland STEM,9,188.0,25.0,22.0,131.0,97.0,0.0,228.0,228.0,228.0
6,2022-09,Cleveland STEM,10,189.0,26.0,22.0,134.0,98.0,0.0,232.0,232.0,231.62
7,2022-09,Cleveland STEM,11,189.0,20.0,14.0,100.0,116.0,1.0,217.0,199.0,171.45
8,2022-09,Cleveland STEM,12,187.0,17.0,27.0,121.0,99.0,1.0,221.0,188.0,154.75
5,2022-09,Coe,K,83.0,0.0,6.0,40.0,49.0,0.0,89.0,89.0,89.0
6,2022-09,Coe,1,65.0,6.0,7.0,41.0,36.0,0.0,77.0,77.0,77.0
7,2022-09,Coe,2,60.0,4.0,4.0,34.0,34.0,0.0,68.0,68.0,68.0
8,2022-09,Coe,3,60.0,3.0,14.0,34.0,42.0,0.0,76.0,76.0,76.0
9,2022-09,Coe,4,51.0,2.0,13.0,28.0,37.0,0.0,65.0,65.0,65.0
10,2022-09,Coe,5,65.0,1.0,11.0,37.0,40.0,0.0,77.0,77.0,77.0
4,2022-09,Concord International,Preschool,11.0,0.0,3.0,11.0,3.0,0.0,14.0,0.0,0.0
5,2022-09,Concord International,K,50.0,1.0,4.0,25.0,30.0,0.0,55.0,55.0,55.0
6,2022-09,Concord International,1,25.0,19.0,1.0,18.0,27.0,0.0,45.0,45.0,45.0
7,2022-09,Concord International,2,16.0,28.0,5.0,17.0,28.0,0.0,45.0,45.0,45.0
8,2022-09,Concord International,3,18.0,16.0,7.0,22.0,16.0,0.0,38.0,38.0,38.0
9,2022-09,Concord International,4,22.0,27.0,9.0,26.0,27.0,0.0,53.0,53.0,53.0
10,2022-09,Concord International,5,26.0,12.0,6.0,14.0,29.0,0.0,43.0,43.0,43.0
5,2022-09,Daniel Bagley,K,44.0,0.0,7.0,28.0,22.0,1.0,51.0,51.0,51.0
6,2022-09,Daniel Bagley,1,47.0,4.0,6.0,31.0,26.0,0.0,57.0,57.0,57.0
7,2022-09,Daniel Bagley,2,35.0,1.0,5.0,21.0,20.0,0.0,41.0,41.0,41.0
8,2022-09,Daniel Bagley,3,48.0,7.0,13.0,35.0,31.0,1.0,67.0,67.0,67.0
9,2022-09,Daniel Bagley,4,40.0,5.0,9.0,32.0,21.0,0.0,53.0,53.0,53.0
10,2022-09,Daniel Bagley,5,35.0,5.0,13.0,27.0,24.0,0.0,51.0,51.0,51.0
4,2022-09,Dearborn Park International,Preschool,19.0,0.0,0.0,12.0,7.0,0.0,19.0,0.0,0.0
5,2022-09,Dearborn Park International,K,47.0,0.0,1.0,18.0,30.0,0.0,48.0,48.0,48.0
6,2022-09,Dearborn Park International,1,31.0,22.0,5.0,24.0,32.0,1.0,57.0,57.0,57.0
7,2022-09,Dearborn Park International,2,28.0,20.0,5.0,25.0,24.0,1.0,50.0,50.0,50.0
8,2022-09,Dearborn Park International,3,26.0,20.0,2.0,19.0,26.0,1.0,46.0,46.0,46.0
9,2022-09,Dearborn Park International,4,29.0,22.0,3.0,28.0,26.0,0.0,54.0,54.0,54.0
10,2022-09,Dearborn Park International,5,28.0,22.0,5.0,23.0,28.0,0.0,51.0,51.0,51.0
5,2022-09,Decatur,1,25.0,0.0,2.0,9.0,18.0,0.0,27.0,27.0,27.0
6,2022-09,Decatur,2,27.0,0.0,1.0,15.0,13.0,0.0,28.0,28.0,28.0
7,2022-09,Decatur,3,42.0,1.0,5.0,28.0,20.0,0.0,48.0,48.0,48.0
8,2022-09,Decatur,4,50.0,0.0,8.0,34.0,24.0,0.0,58.0,58.0,58.0
9,2022-09,Decatur,5,44.0,0.0,5.0,27.0,22.0,0.0,49.0,49.0,49.0
5,2022-09,Denny International,6,169.0,52.0,60.0,150.0,112.0,2.0,264.0,264.0,264.0
6,2022-09,Denny International,7,167.0,70.0,46.0,128.0,139.0,1.0,268.0,268.0,268.0
7,2022-09,Denny International,8,193.0,56.0,47.0,148.0,127.0,1.0,276.0,276.0,275.19
4,2022-09,Dunlap,Preschool,38.0,0.0,10.0,23.0,25.0,0.0,48.0,0.0,0.0
5,2022-09,Dunlap,K,40.0,0.0,0.0,20.0,20.0,0.0,40.0,40.0,40.0
6,2022-09,Dunlap,1,19.0,10.0,2.0,17.0,14.0,0.0,31.0,31.0,31.0
7,2022-09,Dunlap,2,15.0,17.0,4.0,22.0,12.0,0.0,34.0,34.0,34.0
8,2022-09,Dunlap,3,24.0,26.0,5.0,27.0,26.0,0.0,53.0,53.0,53.0
9,2022-09,Dunlap,4,26.0,19.0,0.0,22.0,23.0,0.0,45.0,45.0,45.0
10,2022-09,Dunlap,5,20.0,12.0,2.0,15.0,18.0,0.0,33.0,33.0,33.0
5,2022-09,Eckstein,6,274.0,11.0,44.0,150.0,172.0,1.0,323.0,323.0,323.0
6,2022-09,Eckstein,7,295.0,10.0,41.0,175.0,168.0,2.0,345.0,345.0,342.51
7,2022-09,Eckstein,8,315.0,13.0,47.0,188.0,180.0,4.0,372.0,372.0,370.25
4,2022-09,Emerson,Preschool,18.0,0.0,1.0,7.0,12.0,0.0,19.0,0.0,0.0
5,2022-09,Emerson,K,47.0,0.0,8.0,29.0,26.0,0.0,55.0,55.0,55.0
6,2022-09,Emerson,1,38.0,18.0,2.0,16.0,42.0,0.0,58.0,58.0,58.0
7,2022-09,Emerson,2,27.0,20.0,7.0,25.0,25.0,0.0,50.0,50.0,50.0
8,2022-09,Emerson,3,24.0,25.0,7.0,27.0,26.0,0.0,53.0,53.0,53.0
9,2022-09,Emerson,4,24.0,22.0,12.0,29.0,25.0,1.0,55.0,55.0,55.0
10,2022-09,Emerson,5,14.0,20.0,10.0,17.0,23.0,0.0,40.0,40.0,40.0
4,2022-09,Exp Ed Unit,Preschool,3.0,0.0,27.0,21.0,9.0,0.0,30.0,0.0,0.0
5,2022-09,Exp Ed Unit,K 1 2 3 4 5,0.0,0.0,16.0,12.0,4.0,0.0,16.0,16.0,16.0
4,2022-09,Fairmount Park,Preschool,4.0,0.0,11.0,12.0,3.0,0.0,15.0,0.0,0.0
5,2022-09,Fairmount Park,K,57.0,0.0,3.0,32.0,28.0,0.0,60.0,60.0,60.0
6,2022-09,Fairmount Park,1,57.0,6.0,4.0,34.0,33.0,0.0,67.0,67.0,67.0
7,2022-09,Fairmount Park,2,43.0,3.0,6.0,28.0,24.0,0.0,52.0,52.0,52.0
8,2022-09,Fairmount Park,3,50.0,5.0,8.0,35.0,27.0,1.0,63.0,63.0,63.0
9,2022-09,Fairmount Park,4,54.0,2.0,17.0,35.0,38.0,0.0,73.0,73.0,73.0
10,2022-09,Fairmount Park,5,73.0,6.0,14.0,39.0,54.0,0.0,93.0,93.0,93.0
5,2022-09,Franklin,9,171.0,61.0,30.0,125.0,119.0,2.0,246.0,246.0,244.5
6,2022-09,Franklin,10,247.0,69.0,44.0,168.0,169.0,3.0,340.0,340.0,336.1
7,2022-09,Franklin,11,219.0,61.0,36.0,164.0,136.0,2.0,302.0,299.0,263.09
8,2022-09,Franklin,12,245.0,89.0,31.0,175.0,173.0,1.0,349.0,329.0,277.09
5,2022-09,Garfield,9,326.0,25.0,39.0,194.0,179.0,7.0,380.0,380.0,379.53
6,2022-09,Garfield,10,372.0,22.0,30.0,222.0,188.0,9.0,419.0,419.0,418.95
7,2022-09,Garfield,11,359.0,28.0,36.0,204.0,205.0,7.0,416.0,403.0,369.86
8,2022-09,Garfield,12,373.0,30.0,43.0,223.0,213.0,1.0,437.0,399.0,362.57
5,2022-09,Gatewood,K,61.0,0.0,0.0,29.0,32.0,0.0,61.0,61.0,61.0
6,2022-09,Gatewood,1,60.0,1.0,1.0,31.0,31.0,0.0,62.0,62.0,62.0
7,2022-09,Gatewood,2,57.0,3.0,5.0,32.0,32.0,1.0,65.0,65.0,65.0
8,2022-09,Gatewood,3,55.0,1.0,9.0,38.0,27.0,0.0,65.0,65.0,65.0
9,2022-09,Gatewood,4,48.0,3.0,4.0,29.0,25.0,0.0,54.0,54.0,54.0
10,2022-09,Gatewood,5,58.0,1.0,6.0,33.0,31.0,1.0,65.0,65.0,65.0
4,2022-09,Gatzert,Preschool,28.0,0.0,5.0,21.0,11.0,1.0,33.0,0.0,0.0
5,2022-09,Gatzert,K,37.0,5.0,1.0,16.0,26.0,1.0,43.0,43.0,43.0
6,2022-09,Gatzert,1,31.0,24.0,8.0,30.0,31.0,0.0,61.0,61.0,61.0
7,2022-09,Gatzert,2,26.0,14.0,4.0,24.0,18.0,0.0,42.0,42.0,42.0
8,2022-09,Gatzert,3,20.0,20.0,6.0,20.0,23.0,0.0,43.0,43.0,43.0
9,2022-09,Gatzert,4,33.0,21.0,8.0,33.0,25.0,0.0,58.0,58.0,58.0
10,2022-09,Gatzert,5,20.0,20.0,16.0,21.0,27.0,0.0,48.0,48.0,48.0
5,2022-09,Genessee Hill,K,65.0,1.0,3.0,43.0,26.0,0.0,69.0,69.0,69.0
6,2022-09,Genessee Hill,1,76.0,3.0,7.0,37.0,49.0,0.0,86.0,86.0,86.0
7,2022-09,Genessee Hill,2,63.0,1.0,13.0,36.0,41.0,0.0,77.0,77.0,77.0
8,2022-09,Genessee Hill,3,66.0,3.0,18.0,46.0,41.0,0.0,87.0,87.0,87.0
9,2022-09,Genessee Hill,4,74.0,4.0,18.0,46.0,48.0,0.0,94.0,94.0,94.0
10,2022-09,Genessee Hill,5,85.0,1.0,21.0,50.0,54.0,2.0,106.0,106.0,106.0
5,2022-09,Graham Hill,K,44.0,0.0,9.0,26.0,27.0,0.0,53.0,53.0,53.0
6,2022-09,Graham Hill,1,21.0,10.0,4.0,20.0,14.0,0.0,34.0,34.0,34.0
7,2022-09,Graham Hill,2,20.0,16.0,6.0,25.0,14.0,0.0,39.0,39.0,39.0
8,2022-09,Graham Hill,3,26.0,22.0,10.0,36.0,18.0,0.0,54.0,54.0,54.0
9,2022-09,Graham Hill,4,20.0,15.0,4.0,21.0,16.0,0.0,37.0,37.0,37.0
10,2022-09,Graham Hill,5,26.0,13.0,7.0,30.0,14.0,0.0,44.0,44.0,44.0
4,2022-09,Green Lake,Preschool,3.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0
5,2022-09,Green Lake,K,55.0,0.0,3.0,22.0,36.0,0.0,58.0,58.0,58.0
6,2022-09,Green Lake,1,43.0,12.0,3.0,31.0,25.0,1.0,57.0,57.0,57.0
7,2022-09,Green Lake,2,35.0,6.0,6.0,22.0,23.0,0.0,45.0,45.0,45.0
8,2022-09,Green Lake,3,41.0,5.0,6.0,26.0,26.0,0.0,52.0,52.0,52.0
9,2022-09,Green Lake,4,36.0,8.0,9.0,29.0,24.0,0.0,53.0,53.0,53.0
10,2022-09,Green Lake,5,45.0,5.0,10.0,31.0,29.0,0.0,60.0,60.0,60.0
4,2022-09,Greenwood,Preschool,1.0,0.0,14.0,11.0,4.0,0.0,15.0,0.0,0.0
5,2022-09,Greenwood,K,68.0,0.0,2.0,38.0,32.0,0.0,70.0,70.0,70.0
6,2022-09,Greenwood,1,48.0,1.0,8.0,32.0,25.0,0.0,57.0,57.0,57.0
7,2022-09,Greenwood,2,45.0,2.0,4.0,29.0,22.0,0.0,51.0,51.0,50.71
8,2022-09,Greenwood,3,45.0,1.0,1.0,21.0,26.0,0.0,47.0,47.0,47.0
9,2022-09,Greenwood,4,44.0,1.0,5.0,19.0,30.0,1.0,50.0,50.0,50.0
